Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,36.00,223,803,305.06,Outlet
Kohl's,1189833,2021-05-05,West,California,Los Angeles,Men's Apparel,43.00,230,989,613.18,Outlet
Kohl's,1189833,2021-05-06,West,California,Los Angeles,Women's Apparel,46.00,208,957,220.06,Outlet
Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,38.00,289,1098,505.17,Outlet
Kohl's,1189833,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,39.00,264,1030,277.99,Outlet
Kohl's,1189833,2021-05-09,West,California,Los Angeles,Women's Street Footwear,38.00,210,798,359.10,Outlet
Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,39.00,195,761,304.20,Outlet
Kohl's,1189833,2021-05-11,West,California,Los Angeles,Men's Apparel,44.00,195,858,531.96,Outlet
Kohl's,1189833,2021-05-12,West,California,Los Angeles,Women's Apparel,49.00,210,1029,226.38,Outlet
Kohl's,1189833,2021-05-13,West,California,Los Angeles,Men's Street Footwear,36.00,256,922,433.15,Outlet
Kohl's,1189833,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,43.00,264,1135,340.56,Outlet
Kohl's,1189833,2021-05-15,West,California,Los Angeles,Women's Street Footwear,33.00,208,686,288.29,Outlet
Kohl's,1189833,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,33.00,213,703,295.22,Outlet
Kohl's,1189833,2021-05-17,West,California,Los Angeles,Men's Apparel,46.00,210,966,598.92,Outlet
Kohl's,1189833,2021-05-18,West,California,Los Angeles,Women's Apparel,46.00,208,957,229.63,Outlet
Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,40.00,272,1088,500.48,Outlet
Kohl's,1189833,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,42.00,264,1109,332.64,Outlet
Kohl's,1189833,2021-05-21,West,California,Los Angeles,Women's Street Footwear,35.00,223,781,359.03,Outlet
Kohl's,1189833,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,33.00,221,729,306.31,Outlet
Kohl's,1189833,2021-05-23,West,California,Los Angeles,Men's Apparel,46.00,204,938,534.89,Outlet
Kohl's,1189833,2021-05-24,West,California,Los Angeles,Women's Apparel,49.00,238,1166,279.89,Outlet
Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,39.00,315,1229,565.11,Outlet
Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,42.00,288,1210,338.69,Outlet
Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,39.00,231,901,414.41,Outlet
Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,35.00,224,784,313.60,Outlet
Kohl's,1189833,2021-05-29,West,California,Los Angeles,Men's Apparel,43.00,219,942,583.85,Outlet
Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,44.00,232,1021,255.20,Outlet
Foot Locker,1185732,2021-05-31,West,California,Los Angeles,Men's Street Footwear,36.00,147,529,238.14,Outlet
Foot Locker,1185732,2021-06-01,West,California,Los Angeles,Men's Athletic Footwear,31.00,91,282,115.66,Outlet
Foot Locker,1185732,2021-06-02,West,California,Los Angeles,Women's Street Footwear,24.00,94,226,87.98,Outlet
Foot Locker,1185732,2021-06-03,West,California,Los Angeles,Women's Athletic Footwear,27.00,41,111,50.92,Outlet
Sports Direct,1197831,2021-08-15,South,Texas,Dallas,Men's Apparel,26.00,113,294,79.33,Outlet
Sports Direct,1197831,2021-08-16,South,Texas,Dallas,Women's Apparel,24.00,163,391,187.78,Outlet
Sports Direct,1197831,2021-08-17,South,Texas,Dallas,Men's Street Footwear,19.00,230,437,139.84,Outlet
Sports Direct,1197831,2021-08-18,South,Texas,Dallas,Men's Athletic Footwear,23.00,215,495,178.02,Outlet
Sports Direct,1197831,2021-08-19,South,Texas,Dallas,Women's Street Footwear,27.00,143,386,135.14,Outlet
Sports Direct,1197831,2021-08-20,South,Texas,Dallas,Women's Athletic Footwear,28.00,136,381,171.36,Outlet
Sports Direct,1197831,2021-08-21,South,Texas,Dallas,Men's Apparel,26.00,93,242,77.38,Outlet
Sports Direct,1197831,2021-08-22,South,Texas,Dallas,Women's Apparel,26.00,155,403,205.53,Outlet
Sports Direct,1197831,2021-08-23,South,Texas,Dallas,Men's Street Footwear,21.00,203,426,166.26,Outlet
Sports Direct,1197831,2021-08-24,South,Texas,Dallas,Men's Athletic Footwear,31.00,236,732,292.64,Outlet
Sports Direct,1197831,2021-08-25,South,Texas,Dallas,Women's Street Footwear,20.00,155,310,117.80,Outlet
Sports Direct,1197831,2021-08-26,South,Texas,Dallas,Women's Athletic Footwear,26.00,140,364,171.08,Outlet
Sports Direct,1197831,2021-08-27,South,Texas,Dallas,Men's Apparel,29.00,96,278,103.01,Outlet
Sports Direct,1197831,2021-08-28,South,Texas,Dallas,Women's Apparel,27.00,153,413,223.07,Outlet
Sports Direct,1197831,2021-08-29,South,Texas,Dallas,Men's Street Footwear,13.00,231,300,120.12,Outlet
Sports Direct,1197831,2021-08-30,South,Texas,Dallas,Men's Athletic Footwear,21.00,210,441,176.40,Outlet
Sports Direct,1197831,2021-08-31,South,Texas,Dallas,Women's Street Footwear,20.00,179,358,139.62,Outlet
Sports Direct,1197831,2021-09-01,South,Texas,Dallas,Women's Athletic Footwear,20.00,149,298,146.02,Outlet
Sports Direct,1197831,2021-09-02,South,Texas,Dallas,Men's Apparel,26.00,107,278,100.15,Outlet
Sports Direct,1197831,2021-09-03,South,Texas,Dallas,Women's Apparel,22.00,210,462,263.34,Outlet
Sports Direct,1197831,2021-09-04,South,Texas,Dallas,Men's Street Footwear,13.00,233,303,115.10,Outlet
Sports Direct,1197831,2021-09-05,South,Texas,Dallas,Men's Athletic Footwear,22.00,248,546,229.15,Outlet
Sports Direct,1197831,2021-09-06,South,Texas,Dallas,Women's Street Footwear,19.00,200,380,152.00,Outlet
Sports Direct,1197831,2021-09-07,South,Texas,Dallas,Women's Athletic Footwear,27.00,182,491,240.79,Outlet
Sports Direct,1197831,2021-09-08,South,Texas,Dallas,Men's Apparel,38.00,153,581,209.30,Outlet
Sports Direct,1197831,2021-09-09,South,Texas,Dallas,Women's Apparel,34.00,264,898,466.75,Outlet
Sports Direct,1197831,2021-09-10,South,Texas,Dallas,Men's Street Footwear,30.00,256,768,284.16,Outlet
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,40.00,280,1120,459.20,Outlet
Sports Direct,1197831,2021-09-12,South,Texas,Dallas,Women's Street Footwear,30.00,215,645,251.55,Outlet
Sports Direct,1197831,2021-09-13,South,Texas,Dallas,Women's Athletic Footwear,29.00,192,557,272.83,Outlet
Sports Direct,1197831,2021-09-14,South,Texas,Dallas,Men's Apparel,40.00,150,600,222.00,Outlet
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,42.00,280,1176,646.80,Outlet
Sports Direct,1197831,2021-09-16,South,Texas,Dallas,Men's Street Footwear,34.00,256,870,365.57,Outlet
Sports Direct,1197831,2021-09-17,South,Texas,Dallas,Men's Athletic Footwear,34.00,264,898,376.99,Outlet
Sports Direct,1197831,2021-09-18,South,Texas,Dallas,Women's Street Footwear,33.00,322,1063,446.29,Outlet
Sports Direct,1197831,2021-09-19,South,Texas,Dallas,Women's Athletic Footwear,32.00,201,643,353.76,Outlet
Sports Direct,1197831,2021-09-20,South,Texas,Dallas,Men's Apparel,39.00,184,718,272.69,Outlet
Sports Direct,1197831,2021-09-21,South,Texas,Dallas,Women's Apparel,47.00,272,1278,728.69,Outlet
Sports Direct,1197831,2021-09-22,South,Texas,Dallas,Men's Street Footwear,34.00,248,843,362.58,Outlet
Sports Direct,1197831,2021-09-23,South,Texas,Dallas,Men's Athletic Footwear,43.00,256,1101,506.37,Outlet
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Women's Street Footwear,35.00,332,1162,546.14,Outlet
Sports Direct,1197831,2021-09-25,South,Texas,Dallas,Women's Athletic Footwear,38.00,158,600,324.22,Outlet
Sports Direct,1197831,2021-09-26,South,Texas,Dallas,Men's Apparel,43.00,158,679,278.55,Outlet
Sports Direct,1197831,2021-09-27,South,Texas,Dallas,Women's Apparel,43.00,240,1032,619.20,Outlet
Sports Direct,1197831,2021-09-28,South,Texas,Dallas,Men's Street Footwear,38.00,232,882,405.54,Outlet
Sports Direct,1197831,2021-09-29,South,Texas,Dallas,Men's Athletic Footwear,38.00,203,771,362.56,Outlet
Sports Direct,1197831,2021-09-30,South,Texas,Dallas,Women's Street Footwear,47.00,254,1194,537.21,Outlet
Sports Direct,1197831,2021-10-01,South,Texas,Dallas,Women's Athletic Footwear,41.00,135,554,304.43,Outlet
Sports Direct,1197831,2021-10-02,South,Texas,Dallas,Men's Apparel,37.00,149,551,220.52,Outlet
Sports Direct,1197831,2021-10-03,South,Texas,Dallas,Women's Apparel,33.00,236,779,459.49,Outlet
Sports Direct,1197831,2021-10-04,South,Texas,Dallas,Men's Street Footwear,30.00,213,639,281.16,Outlet
Sports Direct,1197831,2021-10-05,South,Texas,Dallas,Men's Athletic Footwear,29.00,219,635,298.50,Outlet
Sports Direct,1197831,2021-10-06,South,Texas,Dallas,Women's Street Footwear,32.00,190,608,267.52,Outlet
Sports Direct,1197831,2021-10-07,South,Texas,Dallas,Women's Athletic Footwear,30.00,145,435,234.90,Outlet
Sports Direct,1197831,2021-10-08,South,Texas,Dallas,Men's Apparel,30.00,128,384,153.60,Outlet
Sports Direct,1197831,2021-10-09,South,Texas,Dallas,Women's Apparel,39.00,190,741,429.78,Outlet
Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Men's Street Footwear,31.00,225,698,299.93,Outlet
Sports Direct,1197831,2021-10-11,South,Texas,Dallas,Men's Athletic Footwear,27.00,218,589,264.87,Outlet
Sports Direct,1197831,2021-10-12,South,Texas,Dallas,Women's Street Footwear,51.00,228,1163,511.63,Outlet
Sports Direct,1197831,2021-10-13,South,Texas,Dallas,Women's Athletic Footwear,50.00,160,800,416.00,Outlet
Sports Direct,1197831,2021-10-14,South,Texas,Dallas,Men's Apparel,46.00,162,745,290.63,Outlet
Sports Direct,1197831,2021-10-15,South,Texas,Dallas,Women's Apparel,51.00,236,1204,734.20,Outlet
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,46.00,281,1293,607.52,Outlet
Sports Direct,1197831,2021-10-17,South,Texas,Dallas,Men's Athletic Footwear,39.00,248,967,406.22,Outlet
Sports Direct,1197831,2021-10-18,South,Texas,Dallas,Women's Street Footwear,46.00,239,1099,483.74,Outlet
Sports Direct,1197831,2021-10-19,South,Texas,Dallas,Women's Athletic Footwear,44.00,190,836,468.16,Outlet
Sports Direct,1197831,2021-10-20,South,Texas,Dallas,Men's Apparel,47.00,168,790,292.15,Outlet
Sports Direct,1197831,2021-10-21,South,Texas,Dallas,Women's Apparel,54.00,256,1382,829.44,Outlet
Foot Locker,1185732,2021-10-22,South,Texas,Dallas,Men's Street Footwear,34.00,128,435,269.82,Outlet
Foot Locker,1185732,2021-10-23,South,Texas,Dallas,Men's Athletic Footwear,34.00,68,231,90.17,Outlet
Foot Locker,1185732,2021-10-24,South,Texas,Dallas,Women's Street Footwear,28.00,72,202,84.67,Outlet
Foot Locker,1185732,2021-10-25,South,Texas,Dallas,Women's Athletic Footwear,28.00,23,64,27.69,Outlet
Foot Locker,1185732,2021-10-26,Northeast,Pennsylvania,Philadelphia,Men's Apparel,42.00,41,172,70.60,Outlet
Foot Locker,1185732,2021-10-27,Northeast,Pennsylvania,Philadelphia,Women's Apparel,32.00,70,224,76.16,Outlet
Foot Locker,1185732,2021-10-28,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,32.00,166,531,318.72,Outlet
Foot Locker,1185732,2021-10-29,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,32.00,44,141,56.32,Outlet
Foot Locker,1185732,2021-10-30,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,25.00,54,135,60.75,Outlet
Foot Locker,1185732,2021-10-31,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,28.00,17,48,19.99,Outlet
Foot Locker,1185732,2021-11-01,Northeast,Pennsylvania,Philadelphia,Men's Apparel,39.00,40,156,57.72,Outlet
Foot Locker,1185732,2021-11-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,30.00,74,222,77.70,Outlet
Foot Locker,1185732,2021-11-03,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,39.00,156,608,352.87,Outlet
Foot Locker,1185732,2021-11-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,33.00,53,175,64.71,Outlet
Foot Locker,1185732,2021-11-05,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,29.00,58,168,75.69,Outlet
Foot Locker,1185732,2021-11-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,32.00,8,26,11.26,Outlet
Foot Locker,1185732,2021-11-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,41.00,24,98,33.46,Outlet
Foot Locker,1185732,2021-11-08,Northeast,Pennsylvania,Philadelphia,Women's Apparel,38.00,61,232,71.86,Outlet
Foot Locker,1185732,2021-11-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,35.00,140,490,279.30,Outlet
Foot Locker,1185732,2021-11-10,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,37.00,51,189,60.38,Outlet
Foot Locker,1185732,2021-11-11,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,27.00,51,138,57.83,Outlet
Foot Locker,1185732,2021-11-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,36.00,24,86,32.83,Outlet
Foot Locker,1185732,2021-11-13,Northeast,Pennsylvania,Philadelphia,Men's Apparel,45.00,26,117,43.29,Outlet
Foot Locker,1185732,2021-11-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,39.00,64,250,67.39,Outlet
Foot Locker,1185732,2021-11-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,44.00,150,660,343.20,Outlet
Foot Locker,1185732,2021-11-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,40.00,54,216,71.28,Outlet
Foot Locker,1185732,2021-11-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,38.00,53,201,74.52,Outlet
Foot Locker,1185732,2021-11-18,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,42.00,34,143,57.12,Outlet
Foot Locker,1185732,2021-11-19,Northeast,Pennsylvania,Philadelphia,Men's Apparel,51.00,39,199,73.59,Outlet
Foot Locker,1185732,2021-11-20,Northeast,Pennsylvania,Philadelphia,Women's Apparel,51.00,78,398,147.19,Outlet
Foot Locker,1185732,2021-11-21,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,49.00,170,833,474.81,Outlet
Foot Locker,1185732,2021-11-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,41.00,85,349,135.92,Outlet
Foot Locker,1185732,2021-11-23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,42.00,54,227,97.52,Outlet
Foot Locker,1185732,2021-11-24,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.00,53,228,107.11,Outlet
Foot Locker,1185732,2021-11-25,Northeast,Pennsylvania,Philadelphia,Men's Apparel,43.00,48,206,86.69,Outlet
Foot Locker,1185732,2021-11-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,52.00,105,546,191.10,Outlet
Foot Locker,1185732,2021-11-27,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,49.00,175,858,488.78,Outlet
Foot Locker,1185732,2021-11-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45.00,99,446,173.75,Outlet
Foot Locker,1185732,2021-11-29,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,43.00,72,310,133.13,Outlet
Foot Locker,1185732,2021-11-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,39.00,56,218,102.65,Outlet
Foot Locker,1185732,2021-12-01,Northeast,Pennsylvania,Philadelphia,Men's Apparel,50.00,64,320,128.00,Outlet
Foot Locker,1185732,2021-12-02,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50.00,116,580,208.80,Outlet
Foot Locker,1185732,2021-12-03,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,51.00,179,913,529.48,Outlet
Foot Locker,1185732,2021-12-04,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44.00,102,449,188.50,Outlet
Foot Locker,1185732,2021-12-05,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,38.00,79,300,141.09,Outlet
Foot Locker,1185732,2021-12-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.00,62,267,122.64,Outlet
Foot Locker,1185732,2021-12-07,Northeast,Pennsylvania,Philadelphia,Men's Apparel,46.00,54,248,96.88,Outlet
Foot Locker,1185732,2021-12-08,Northeast,Pennsylvania,Philadelphia,Women's Apparel,49.00,123,603,216.97,Outlet
Foot Locker,1185732,2021-12-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,46.00,162,745,387.50,Outlet
Foot Locker,1185732,2021-12-10,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,40.00,91,364,123.76,Outlet
Foot Locker,1185732,2021-12-11,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,32.00,60,192,76.80,Outlet
Foot Locker,1185732,2021-12-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,32.00,53,170,69.54,Outlet
Foot Locker,1185732,2021-12-13,Northeast,Pennsylvania,Philadelphia,Men's Apparel,36.00,41,148,50.18,Outlet
Foot Locker,1185732,2021-12-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,48.00,79,379,117.55,Outlet
Foot Locker,1185732,2021-12-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,47.00,124,583,308.88,Outlet
Foot Locker,1185732,2021-12-16,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,35.00,68,238,76.16,Outlet
Foot Locker,1185732,2021-12-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,38.00,38,144,54.87,Outlet
Foot Locker,1185732,2021-12-18,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,40.00,34,136,51.68,Outlet
Foot Locker,1185732,2021-12-19,Northeast,Pennsylvania,Philadelphia,Men's Apparel,43.00,30,129,42.57,Outlet
Foot Locker,1185732,2021-12-20,Northeast,Pennsylvania,Philadelphia,Women's Apparel,42.00,74,311,99.46,Outlet
Foot Locker,1185732,2021-12-21,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,48.00,124,595,357.12,Outlet
Foot Locker,1185732,2021-12-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,43.00,68,292,122.81,Outlet
Foot Locker,1185732,2021-12-23,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,47.00,66,310,136.49,Outlet
Foot Locker,1185732,2021-12-24,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,43.00,60,258,118.68,Outlet
Foot Locker,1185732,2021-12-25,Northeast,Pennsylvania,Philadelphia,Men's Apparel,51.00,48,245,95.47,Outlet
Foot Locker,1185732,2021-12-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,53.00,75,398,143.10,Outlet
Foot Locker,1185732,2021-12-27,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,53.00,143,758,462.32,Outlet
Foot Locker,1185732,2021-12-28,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,47.00,85,400,163.80,Outlet
Foot Locker,1185732,2021-12-29,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,44.00,79,348,152.94,Outlet
Foot Locker,1185732,2021-12-30,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,40.00,53,212,95.40,Outlet
Foot Locker,1185732,2021-12-31,Northeast,Pennsylvania,Philadelphia,Men's Apparel,46.00,56,258,100.46,Outlet
Foot Locker,1185732,2020-01-01,Northeast,Pennsylvania,Philadelphia,Women's Apparel,53.00,83,440,140.77,Outlet
West Gear,1128299,2020-01-02,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,27.00,158,427,179.17,Outlet
West Gear,1128299,2020-01-03,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,35.00,135,473,146.48,Outlet
West Gear,1128299,2020-01-04,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36.00,140,504,236.88,Outlet
West Gear,1128299,2020-01-05,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,34.00,90,306,125.46,Outlet
West Gear,1128299,2020-01-06,West,Nevada,Las Vegas,Men's Apparel,37.00,80,296,168.72,Outlet
West Gear,1128299,2020-01-07,West,Nevada,Las Vegas,Women's Apparel,36.00,166,598,143.42,Outlet
West Gear,1128299,2020-01-08,West,Nevada,Las Vegas,Men's Street Footwear,27.00,173,467,200.85,Outlet
West Gear,1128299,2020-01-09,West,Nevada,Las Vegas,Men's Athletic Footwear,35.00,145,508,157.33,Outlet
West Gear,1128299,2020-01-10,West,Nevada,Las Vegas,Women's Street Footwear,31.00,140,434,186.62,Outlet
West Gear,1128299,2020-01-11,West,Nevada,Las Vegas,Women's Athletic Footwear,30.00,85,255,104.55,Outlet
West Gear,1128299,2020-01-12,West,Nevada,Las Vegas,Men's Apparel,37.00,70,259,157.99,Outlet
West Gear,1128299,2020-01-13,West,Nevada,Las Vegas,Women's Apparel,31.00,140,434,99.82,Outlet
West Gear,1128299,2020-01-14,West,Nevada,Las Vegas,Men's Street Footwear,31.00,182,564,253.89,Outlet
West Gear,1128299,2020-01-15,West,Nevada,Las Vegas,Men's Athletic Footwear,42.00,124,521,166.66,Outlet
West Gear,1128299,2020-01-16,West,Nevada,Las Vegas,Women's Street Footwear,43.00,128,550,258.69,Outlet
West Gear,1128299,2020-01-17,West,Nevada,Las Vegas,Women's Athletic Footwear,41.00,93,381,156.33,Outlet
West Gear,1128299,2020-01-18,West,Nevada,Las Vegas,Men's Apparel,44.00,60,264,163.68,Outlet
West Gear,1128299,2020-01-19,West,Nevada,Las Vegas,Women's Apparel,39.00,124,484,125.74,Outlet
West Gear,1128299,2020-01-20,West,Nevada,Las Vegas,Men's Street Footwear,41.00,171,701,294.46,Outlet
West Gear,1128299,2020-01-21,West,Nevada,Las Vegas,Men's Athletic Footwear,46.00,116,534,154.74,Outlet
West Gear,1128299,2020-01-22,West,Nevada,Las Vegas,Women's Street Footwear,47.00,120,564,253.80,Outlet
West Gear,1128299,2020-01-23,West,Nevada,Las Vegas,Women's Athletic Footwear,40.00,90,360,147.60,Outlet
West Gear,1128299,2020-01-24,West,Nevada,Las Vegas,Men's Apparel,47.00,62,291,177.75,Outlet
West Gear,1128299,2020-01-25,West,Nevada,Las Vegas,Women's Apparel,54.00,123,664,179.33,Outlet
West Gear,1128299,2020-01-26,West,Nevada,Las Vegas,Men's Street Footwear,43.00,171,735,352.94,Outlet
West Gear,1128299,2020-01-27,West,Nevada,Las Vegas,Men's Athletic Footwear,43.00,120,516,180.60,Outlet
West Gear,1128299,2020-01-28,West,Nevada,Las Vegas,Women's Street Footwear,49.00,132,647,304.00,Outlet
West Gear,1128299,2020-01-29,West,Nevada,Las Vegas,Women's Athletic Footwear,47.00,105,494,227.01,Outlet
West Gear,1128299,2020-01-30,West,Nevada,Las Vegas,Men's Apparel,43.00,66,284,187.31,Outlet
West Gear,1128299,2020-01-31,West,Nevada,Las Vegas,Women's Apparel,54.00,140,756,241.92,Outlet
West Gear,1128299,2020-02-01,West,Nevada,Las Vegas,Men's Street Footwear,47.00,245,1152,575.75,Outlet
West Gear,1128299,2020-02-02,West,Nevada,Las Vegas,Men's Athletic Footwear,51.00,182,928,334.15,Outlet
West Gear,1128299,2020-02-03,West,Nevada,Las Vegas,Women's Street Footwear,46.00,176,810,388.61,Outlet
West Gear,1128299,2020-02-04,West,Nevada,Las Vegas,Women's Athletic Footwear,47.00,145,682,306.68,Outlet
West Gear,1128299,2020-02-05,West,Nevada,Las Vegas,Men's Apparel,47.00,105,494,320.78,Outlet
West Gear,1128299,2020-02-06,West,Nevada,Las Vegas,Women's Apparel,57.00,192,1094,306.43,Outlet
West Gear,1128299,2020-02-07,West,Nevada,Las Vegas,Men's Street Footwear,48.00,233,1118,492.10,Outlet
West Gear,1128299,2020-02-08,West,Nevada,Las Vegas,Men's Athletic Footwear,46.00,204,938,253.37,Outlet
West Gear,1128299,2020-02-09,West,Nevada,Las Vegas,Women's Street Footwear,47.00,171,804,361.67,Outlet
West Gear,1128299,2020-02-10,West,Nevada,Las Vegas,Women's Athletic Footwear,46.00,140,644,270.48,Outlet
West Gear,1128299,2020-02-11,West,Nevada,Las Vegas,Men's Apparel,47.00,150,705,415.95,Outlet
West Gear,1128299,2020-02-12,West,Nevada,Las Vegas,Women's Apparel,61.00,170,1037,279.99,Outlet
West Gear,1128299,2020-02-13,West,Nevada,Las Vegas,Men's Street Footwear,44.00,238,1047,481.71,Outlet
West Gear,1128299,2020-02-14,West,Nevada,Las Vegas,Men's Athletic Footwear,56.00,208,1165,337.79,Outlet
West Gear,1128299,2020-02-15,West,Nevada,Las Vegas,Women's Street Footwear,44.00,179,788,330.79,Outlet
West Gear,1128299,2020-02-16,West,Nevada,Las Vegas,Women's Athletic Footwear,42.00,152,638,268.13,Outlet
West Gear,1128299,2020-02-17,West,Nevada,Las Vegas,Men's Apparel,50.00,152,760,448.40,Outlet
West Gear,1128299,2020-02-18,West,Nevada,Las Vegas,Women's Apparel,55.00,128,704,183.04,Outlet
West Gear,1128299,2020-02-19,West,Nevada,Las Vegas,Men's Street Footwear,41.00,186,763,289.79,Outlet
West Gear,1128299,2020-02-20,West,Nevada,Las Vegas,Men's Athletic Footwear,51.00,180,918,247.86,Outlet
West Gear,1128299,2020-02-21,West,Nevada,Las Vegas,Women's Street Footwear,46.00,144,662,271.58,Outlet
West Gear,1128299,2020-02-22,West,Nevada,Las Vegas,Women's Athletic Footwear,43.00,124,533,186.62,Outlet
West Gear,1128299,2020-02-23,West,Nevada,Las Vegas,Men's Apparel,53.00,128,678,359.55,Outlet
West Gear,1128299,2020-02-24,West,Nevada,Las Vegas,Women's Apparel,54.00,140,756,158.76,Outlet
West Gear,1128299,2020-02-25,West,Nevada,Las Vegas,Men's Street Footwear,47.00,171,804,321.48,Outlet
West Gear,1128299,2020-02-26,West,Nevada,Las Vegas,Men's Athletic Footwear,50.00,193,965,241.25,Outlet
West Gear,1128299,2020-02-27,West,Nevada,Las Vegas,Women's Street Footwear,47.00,113,531,223.06,Outlet
West Gear,1128299,2020-02-28,West,Nevada,Las Vegas,Women's Athletic Footwear,43.00,119,512,168.86,Outlet
West Gear,1128299,2020-03-01,West,Nevada,Las Vegas,Men's Apparel,48.00,107,514,277.34,Outlet
West Gear,1128299,2020-03-02,West,Nevada,Las Vegas,Women's Apparel,53.00,120,636,139.92,Outlet
West Gear,1128299,2020-03-03,West,Nevada,Las Vegas,Men's Street Footwear,47.00,196,921,386.90,Outlet
West Gear,1128299,2020-03-04,West,Nevada,Las Vegas,Men's Athletic Footwear,52.00,201,1045,261.30,Outlet
West Gear,1128299,2020-03-05,West,Nevada,Las Vegas,Women's Street Footwear,44.00,140,616,258.72,Outlet
West Gear,1128299,2020-03-06,West,Nevada,Las Vegas,Women's Athletic Footwear,43.00,132,568,198.66,Outlet
West Gear,1128299,2020-03-07,West,Nevada,Las Vegas,Men's Apparel,46.00,119,547,295.60,Outlet
